date,gross_return,rebalance_turnover,rebalance_cost,portfolio_return,equity_curve,active_position_count,active_symbols,equal_weight,cum_return,running_max,drawdown
2016-10-12,0.0,0.0,0.0,0.0,1.0,0,,0.0,0.0,1.0,0.0
2016-10-13,-0.004004524368552254,1.0,0.0008,-0.004804524368552254,0.9951954756314477,1,0056,1.0,-0.0048045243685522765,1.0,-0.0048045243685522765
2016-10-14,-0.008444142597852644,0.0,0.0,-0.008444142597852644,0.986791903122478,1,0056,1.0,-0.013208096877522002,1.0,-0.013208096877522002
2016-10-17,0.0012166587705815246,0.0,0.0,0.0012166587705815246,0.9879924921461508,1,0056,1.0,-0.012007507853849186,1.0,-0.012007507853849186
2016-10-18,0.004860084272778398,0.0,0.0,0.004860084272778398,0.9927942189188534,1,0056,1.0,-0.007205781081146556,1.0,-0.007205781081146556
2016-10-19,0.005643281922504961,0.0,0.0,0.005643281922504961,0.9983968365872457,1,0056,1.0,-0.0016031634127543493,1.0,-0.0016031634127543493
2016-10-20,0.0024046397515733453,0.0,0.0,0.0024046397515733453,1.0007976213083485,1,0056,1.0,0.000797621308348484,1.0007976213083485,0.0
2016-10-21,-0.0003996939845387626,0.0,0.0,-0.0003996939845387626,1.0003976085193709,1,0056,1.0,0.0003976085193708734,1.0007976213083485,-0.0003996939845387626
2016-10-24,0.0035997851090512345,0.0,0.0,0.0035997851090512345,1.0039988249336493,1,0056,1.0,0.0039988249336493364,1.0039988249336493,0.0
2016-10-25,0.010362513238538318,0.0,0.0,0.010362513238538318,1.0144027760485013,1,0056,1.0,0.014402776048501265,1.0144027760485013,0.0
2016-10-26,0.0,1.0,0.0008,-0.0008,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-10-27,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-10-28,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-10-31,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-01,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-02,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-03,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-04,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-07,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-08,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-09,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-10,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-11,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-14,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-15,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-16,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-17,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-18,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-21,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-22,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-23,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-24,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-25,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-28,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-29,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-11-30,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-12-01,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
2016-12-02,0.0,0.0,0.0,0.0,1.0135912538276624,0,,0.0,0.013591253827662353,1.0144027760485013,-0.0008000000000001339
