entry_day,exit_day,holding_days,event_count,avg_net_return,median_net_return,avg_daily_net_return,median_daily_net_return,win_rate,t_stat_daily,p_value_daily,profit_factor
-5,-1,4,198,0.0026706146183974565,0.0038423310071580745,0.0006676536545993641,0.0009605827517895186,0.5909090909090909,1.4412095765854098,0.07555655259767453,1.3747977980716393
-10,-1,9,198,0.011894477815741667,0.008513569346768769,0.0013216086461935183,0.0009459521496409742,0.6363636363636364,4.363332936486359,1.032564316411547e-05,2.5167078518838606
-20,-1,19,198,0.01974575148015496,0.018067630738212093,0.0010392500779028925,0.0009509279335901102,0.6767676767676768,5.095682298385702,4.0572922288678e-07,2.737701892798817
-30,-1,29,198,0.025239636767146256,0.026007576962635493,0.0008703323023153879,0.0008968129987115688,0.7121212121212122,6.046121823186174,3.6581783610876416e-09,3.1792908624504874
-50,-1,49,198,0.035716416117739486,0.03025429386991989,0.0007289064513824386,0.0006174345687738754,0.6868686868686869,6.537747698021682,2.6189796844787344e-10,3.536624392589445
