category,event_count,symbol_count,actual_daily_return_mean,placebo_daily_return_mean,excess_daily_return_mean,excess_daily_return_median,excess_win_rate,t_stat,p_value
market_cap,39,2,0.002696769802481356,0.0005029784997795144,0.0021937913027018415,0.001920072088955149,0.6153846153846154,3.1215697073724162,0.0017152181936738694
high_dividend,89,7,0.0012132885387311013,0.0005081733928076357,0.0007051151459234657,0.0005553155926932477,0.5617977528089888,2.0006549652760657,0.024255891785696763
technology,11,1,0.0013909445594355986,0.0006987216317397057,0.0006922229276958929,-0.0025048150468070986,0.45454545454545453,0.33594662887659266,0.37192672653905123
