event_id,symbol,entry_date,exit_date,ex_date,entry_year,entry_day,exit_day,holding_days,buffer_days_used,actual_net_return,actual_daily_return,matched_placebo_mean_daily_return,matched_placebo_median_daily_return,event_excess_daily_return,event_excess_daily_return_vs_median,random_sample_count,entry_premium,exit_premium,entry_volume_ratio,dividend_yield_on_entry,etf_name,category
0050_20220121,0050,2022-01-07,2022-01-20,2022-01-21,2022,-10,-1,9,30,0.015453486751241075,0.0017170540834712306,-0.0011542204266762632,-0.002390175428092384,0.0028712745101474937,0.004107229511563615,633,-0.0015,0.0070999999999999,1.0759198959598224,0.0873124110988222,元大台灣50,market_cap
0050_20220718,0050,2022-07-04,2022-07-15,2022-07-18,2022,-10,-1,9,30,0.044122062560736856,0.004902451395637429,-0.0013333801236142262,-0.0024412583112735716,0.0062358315192516545,0.007343709706911001,658,0.0034999999999999,-0.0003,2.4790826122519465,0.06518786961464546,元大台灣50,market_cap
0050_20230130,0050,2023-01-04,2023-01-17,2023-01-30,2023,-10,-1,9,30,0.06717827964556626,0.007464253293951807,0.0008794786707754925,0.0006368934738407274,0.006584774623176314,0.00682735982011108,594,0.0046,-0.0009,1.192057458563536,0.09411764705882353,元大台灣50,market_cap
0050_20230718,0050,2023-07-04,2023-07-17,2023-07-18,2023,-10,-1,9,30,0.006033561846840165,0.0006703957607600183,0.0008558012632354217,0.00046929282108716403,-0.00018540550247540344,0.00020110293967285427,636,-0.0037,-0.0065,0.8287749884522903,0.05801526717557252,元大台灣50,market_cap
0050_20240117,0050,2024-01-03,2024-01-16,2024-01-17,2024,-10,-1,9,30,-0.008390012367097643,-0.0009322235963441825,0.0016313010700239018,0.0019444431672918515,-0.002563524666368084,-0.002876666763636034,642,-0.0008,0.002,1.8902264404064815,0.09053187267988419,元大台灣50,market_cap
0050_20240716,0050,2024-07-02,2024-07-15,2024-07-16,2024,-10,-1,9,30,0.05963541734418914,0.006626157482687682,0.0017313846273712993,0.0019088188244639872,0.004894772855316382,0.004717338658223695,618,-0.0003,-0.001,0.7080705436121907,0.021580792383497686,元大台灣50,market_cap
0050_20250117,0050,2025-01-03,2025-01-16,2025-01-17,2025,-10,-1,9,30,0.008859220213018038,0.0009843578014464486,0.0008590564850966402,0.0015758671247662233,0.0001253013163498084,-0.0005915093233197746,643,,,0.7332680473955292,0.05510204081632653,元大台灣50,market_cap
0050_20250721,0050,2025-07-07,2025-07-18,2025-07-21,2025,-10,-1,9,30,0.05769594730268684,0.006410660811409649,0.0009826108768216705,0.001671144116105008,0.005428049934587979,0.004739516695304641,642,-0.0025,-0.0006,1.4599254907450911,0.007411982751944773,元大台灣50,market_cap
0050_20260122,0050,2026-01-08,2026-01-21,2026-01-22,2026,-10,-1,9,30,0.02336427258001632,0.0025960302866684802,0.005052238936429568,0.005679708302078614,-0.002456208649761088,-0.003083678015410134,615,0.0039,0.0046,0.8566524659915787,0.014265335545894074,元大台灣50,market_cap
0052_20160504,0052,2016-04-19,2016-05-03,2016-05-04,2016,-10,-1,9,30,-0.05988158921807236,-0.006653509913119151,0.0012816288798244571,0.0014550643700565581,-0.007935138792943608,-0.008108574283175709,778,-0.0056999999999999,-0.0011,1.6666666666666667,0.060747195698807856,富邦科技,technology
0052_20170503,0052,2017-04-18,2017-05-02,2017-05-03,2017,-10,-1,9,30,0.028486861669875508,0.0031652068522083896,0.0003673337891042972,0.0007953242857113533,0.0027978730631040925,0.002369882566497036,801,-0.0046999999999999,-0.0079,0.6,0.031424114855461906,富邦科技,technology
0052_20180503,0052,2018-04-18,2018-05-02,2018-05-03,2018,-10,-1,9,30,-0.03850359930739506,-0.0042781777008216735,-0.00022241937266502163,-0.0002796201533974737,-0.004055758328156652,-0.0039985575474241995,801,0.0116999999999999,0.031,0.643845906213113,0.030963096734886914,富邦科技,technology
0052_20190502,0052,2019-04-17,2019-04-30,2019-05-02,2019,-10,-1,9,30,-0.01038718955168334,-0.00115413217240926,0.002617687385446555,0.0025893425653457512,-0.003771819557855815,-0.0037434747377550113,786,0.0039,0.0027,0.9858753004491175,0.01840070249424879,富邦科技,technology
0052_20200422,0052,2020-04-08,2020-04-21,2020-04-22,2020,-10,-1,9,30,0.045098918291444794,0.005010990921271644,0.0016082671495730753,0.0012668543496489962,0.0034027237716985686,0.003744136571622648,794,0.0005,0.0196,1.1825359327597353,0.0310305965756672,富邦科技,technology
0052_20210420,0052,2021-04-01,2021-04-19,2021-04-20,2021,-10,-1,9,30,0.009835446710383878,0.0010928274122648752,0.000360317859596113,0.00022206112162573492,0.0007325095526687622,0.0008707662906391403,775,-0.0048,-0.0024,0.8218817733912692,0.008138801065949136,富邦科技,technology
0052_20220420,0052,2022-04-06,2022-04-19,2022-04-20,2022,-10,-1,9,30,-0.032573542742237734,-0.0036192825269153036,-0.001114467480108205,-0.0020238742515740894,-0.0025048150468070986,-0.0015954082753412142,785,0.0026,0.0051,2.885672680467231,0.08197908085132502,富邦科技,technology
0052_20230421,0052,2023-04-07,2023-04-20,2023-04-21,2023,-10,-1,9,30,-0.02415985556085871,-0.0026844283956509677,0.0012566140981705323,0.0010402529443514978,-0.0039410424938215,-0.0037246813400024655,810,-0.0039,-0.0015,0.4412473274635087,0.036832413040532246,富邦科技,technology
0052_20240418,0052,2024-04-02,2024-04-17,2024-04-18,2024,-10,-1,9,30,-0.0093160633542529,-0.0010351181504725446,0.001730429169094792,0.0019061452920896118,-0.0027655473195673363,-0.0029412634425621566,770,-0.0024,0.0011,1.4108840230388446,0.039691358024691356,富邦科技,technology
0052_20250423,0052,2025-04-09,2025-04-22,2025-04-23,2025,-10,-1,9,30,0.08853160746661985,0.009836845274068872,-0.0032728886146260617,0.0014985929200756834,0.013109733888694934,0.008338252353993188,787,-0.0045,0.0111,4.811201137217685,0.023013892836012437,富邦科技,technology
0052_20260420,0052,2026-04-02,2026-04-17,2026-04-20,2026,-10,-1,9,30,0.14057251698030032,0.015619168553366702,0.0030734350857262293,0.003277447333092079,0.012545733467640473,0.012341721220274623,525,0.0018,0.0042,0.6778977525346043,0.027361935379968054,富邦科技,technology
0056_20161026,0056,2016-10-12,2016-10-25,2016-10-26,2016,-10,-1,9,30,0.013618216070798318,0.0015131351189775909,0.0005415653564313972,0.00032372766622231906,0.0009715697625461937,0.0011894074527552718,800,0.0016,0.0088,1.206082121578237,0.052062476401620573,元大高股息,high_dividend
0056_20171030,0056,2017-10-16,2017-10-27,2017-10-30,2017,-10,-1,9,30,-0.0012209124006467662,-0.00013565693340519624,0.00043441923906713687,0.0005451885210321905,-0.0005700761724723332,-0.0006808454544373868,793,-0.0042,0.0053,1.2494282234780223,0.03601213154748232,元大高股息,high_dividend
0056_20181023,0056,2018-10-08,2018-10-22,2018-10-23,2018,-10,-1,9,30,-0.03493344107256564,-0.003881493452507293,0.00011214733068937502,0.00021731957692395175,-0.003993640783196668,-0.0040988130294312445,769,0.0191,0.0113999999999999,11.92999592827566,0.05430711455306965,元大高股息,high_dividend
0056_20191023,0056,2019-10-07,2019-10-22,2019-10-23,2019,-10,-1,9,30,0.019863668901625654,0.0022070743224028504,0.0008972172880181568,0.0014289683089214794,0.0013098570343846937,0.000778106013481371,777,0.0018,0.0028,5.36385086937478,0.06333567892920025,元大高股息,high_dividend
0056_20201028,0056,2020-10-14,2020-10-27,2020-10-28,2020,-10,-1,9,30,-0.0032811628517600095,-0.0003645736501955566,0.0002470816950621419,0.0005716974160141055,-0.0006116553452576985,-0.0009362710662096621,757,0.0027,0.0037,0.7929610775501974,0.053799596917072985,元大高股息,high_dividend
0056_20211022,0056,2021-10-07,2021-10-21,2021-10-22,2021,-10,-1,9,30,-0.006819750217285379,-0.0007577500241428199,0.0003807159753001625,0.0003732441108382212,-0.0011384659994429823,-0.001130994134981041,773,0.0065,0.0065,3.466612402654252,0.055265582341594024,元大高股息,high_dividend
0056_20221019,0056,2022-10-04,2022-10-18,2022-10-19,2022,-10,-1,9,30,-0.017968382317352493,-0.001996486924150277,-0.000940917785343586,-0.000612852227488409,-0.001055569138806691,-0.0013836346966618683,781,0.0034,0.0039,4.429632150686475,0.07993909263063523,元大高股息,high_dividend
0056_20230718,0056,2023-07-04,2023-07-17,2023-07-18,2023,-10,-1,9,30,0.0582643435958941,0.006473815955099344,0.0017958132927000023,0.0016224272631704907,0.004678002662399342,0.0048513886919288535,510,0.0018,-0.0011,2.7892760397984735,0.029489826142724575,元大高股息,high_dividend
