symbol,etf_name,ex_date,record_date,pay_date,dividend,source,source_url,scraped_at
939,統一台灣高息動能,2024/12/31,2025/1/7,2025/2/4,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
939,統一台灣高息動能,2025/2/11,2025/2/17,2025/3/7,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/3/5,2025/3/11,2025/3/27,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/4/1,2025/4/7,2025/4/25,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/5/2,2025/5/10,2025/5/26,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/6/3,2025/6/9,2025/6/25,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/7/1,2025/7/7,2025/7/23,0.068,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/7/31,2025/8/6,2025/8/22,0.068,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
939,統一台灣高息動能,2025/9/2,2025/9/8,2025/9/24,0.068,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
939,統一台灣高息動能,2025/10/2,2025/10/8,2025/10/29,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
939,統一台灣高息動能,2025/11/3,2025/11/9,2025/11/25,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
939,統一台灣高息動能,2025/12/2,2025/12/8,2025/12/24,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
939,統一台灣高息動能,2026/1/2,2026/1/10,2026/1/26,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
939,統一台灣高息動能,2026/2/2,2026/2/8,2026/3/4,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
939,統一台灣高息動能,2026/3/11,2026/3/17,2026/4/2,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
