date,price_0050,price_006208,close_0050,close_006208,nav_0050,nav_006208,premium_0050,premium_006208,volume_0050,volume_006208,beta,price_spread,nav_spread,mispricing_spread,premium_spread,spread_mean,spread_std,z_score,signal,ret_0050,ret_006208,position,gross_ret,turnover,cost,strategy_ret,equity,peak,drawdown
2026-01-14,69.76531219482422,161.4499969482422,70.75,161.4499969482422,70.88,162.3,-0.0018,-0.0052,82266008,5447233,0.9701888796150421,-0.6874929885545145,-0.6767360666789877,-0.010756921875526793,0.0034,-0.012019105949524133,0.002678782474653363,0.4711782632371703,0,0.0007072806018417754,0.0037301263410611796,-1.0,0.001511422869609702,0.0,0.0,0.001511422869609702,1.0047560103536401,1.0112073510146529,-0.006379839559650491
2026-01-15,69.66670227050781,160.9499969482422,70.6500015258789,160.9499969482422,70.34,161.06,0.0044,-0.0007,89452635,5014811,0.9676540865309267,-0.6730186460244649,-0.6640616212983126,-0.00895702472615234,0.0051,-0.011811973087702654,0.0027500454717130124,1.0381458746469223,0,-0.0014134520611193135,-0.0030969340938438172,0.0,0.0,1.0,0.0008,-0.0008,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-16,70.99791717529297,164.1999969482422,72.0,164.1999969482422,72.01,164.9,-0.0001,-0.0042,97268614,8546824,0.966790846974464,-0.6690319190940821,-0.6589902395828631,-0.010041679511219037,0.0040999999999999995,-0.011505384187094148,0.0025744054972175645,0.5685602666157655,0,0.019108338150070514,0.020192606782373,0.0,-0.0,0.0,0.0,-0.0,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-19,71.58956146240234,165.5,72.5999984741211,165.5,72.45,165.91,0.0021,-0.0025,116848644,4545502,0.964726511583806,-0.6578106848510608,-0.6482502912188597,-0.00956039363220107,0.0046,-0.011313564505011264,0.002568978871799494,0.6824388055718611,0,0.008333262589219625,0.007917192910591675,0.0,0.0,0.0,0.0,0.0,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-20,71.58956146240234,165.5,72.5999984741211,165.5,72.8,166.71,-0.0027,-0.0073,104977401,2971335,0.9667942587672097,-0.6683747456492348,-0.6586507553800054,-0.009723990269229432,0.0046,-0.011125926737147207,0.002539546493697401,0.5520420560903591,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-21,70.8499984741211,164.10000610351562,71.8499984741211,164.10000610351562,71.52,163.77,0.0046,0.002,161269608,6267489,0.9719803218927121,-0.6969973939872283,-0.6856285813695822,-0.011368812617646107,0.0026,-0.010983774996415185,0.002435143745306045,-0.15811699903675758,0,-0.010330598109190237,-0.008459177622262115,0.0,-0.0,0.0,0.0,-0.0,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-22,71.80000305175781,165.85000610351562,71.80000305175781,165.85000610351562,71.66,166.41,0.002,-0.0034,96360058,2525320,0.9735318787927187,-0.7019184980596576,-0.7071519059947482,0.005233407935090639,0.0054,-0.00996300072609082,0.004212764141268122,3.60722987368741,-1,0.013408674637921392,0.010664228731936065,0.0,0.0,0.0,0.0,0.0,1.0039522055453571,1.0112073510146529,-0.0071747356880029756
2026-01-23,72.25,167.14999389648438,72.25,167.14999389648438,72.25,167.78,0.0,-0.0038,68701320,2349046,0.9725001732227331,-0.6979906177171049,-0.7016491838566647,0.003658566139559838,0.0038,-0.009032844459446743,0.005029531724538029,2.5233781779500175,-1,0.006267366700775767,0.007838334308877704,-1.0,0.0007854838040509682,1.0,0.0008,-1.4516195949031857e-05,1.003937631978418,1.0112073510146529,-0.007189147734082857
2026-01-26,72.25,167.3000030517578,72.25,167.3000030517578,72.23,167.73,0.0003,-0.0026,84082813,3853058,0.9726939839329801,-0.6998552687537751,-0.7026289488664652,0.00277368011269008,0.0029,-0.008156650577543622,0.005486726471139228,1.9921406229613263,-1,0.0,0.0008974523526834588,-1.0,0.0004487261763417294,0.0,0.0,0.0004487261763417294,1.004388125073301,1.0112073510146529,-0.006743647516515128
2026-01-27,73.05000305175781,169.0,73.05000305175781,169.0,73.01,169.56,0.0005,-0.0033,70421120,2566313,0.9738478972876159,-0.7045968968532828,-0.708366275723268,0.003769378869985296,0.0038,-0.007327946667661322,0.0059774576438997125,1.8565293472170366,-1,0.011072706598723947,0.010161368303838403,-1.0,-0.0004556691474427721,0.0,0.0,-0.0004556691474427721,1.0039304563926472,1.0112073510146529,-0.007196243791843471
2026-01-28,74.19999694824219,171.6999969482422,74.19999694824219,171.6999969482422,74.22,172.36,-0.0003,-0.0038,87294077,3103589,0.9752832344486425,-0.7117983756419832,-0.7152705642532888,0.0034721886113056044,0.0035,-0.00646579049255811,0.006237132257710737,1.5933571220295604,-1,0.01574255781576861,0.015976313303208256,-1.0,0.00011687774371982318,0.0,0.0,0.00011687774371982318,1.0040477935192418,1.0112073510146529,-0.007080207128861482
2026-01-29,73.75,170.75,73.75,170.75,73.56,170.83,0.0026,-0.0005,111905919,3951729,0.9757951863010486,-0.7151019077907081,-0.7181385769692978,0.0030366691785896904,0.0031,-0.005638381579906771,0.006349873751316094,1.3661768876425997,-1,-0.006064649147574541,-0.005532888556361248,-1.0,0.0002658802956066464,0.0,0.0,0.0002658802956066464,1.0043147500433858,1.0112073510146529,-0.0068162093208192776
2026-01-30,72.5999984741211,168.0500030517578,72.5999984741211,168.0500030517578,72.27,167.84,0.0046,0.0013,159055585,5538099,0.9796996964898503,-0.7352726063340862,-0.738603358230864,0.003330751896777784,0.0033,-0.004879222143946205,0.0064742463421445465,1.2680972590246689,-1,-0.0155932410288665,-0.01581257363538613,-1.0,-0.00010966630325981441,0.0,0.0,-0.00010966630325981441,1.0042046105574391,1.0112073510146529,-0.006925128115600754
2026-02-02,71.5,165.35000610351562,71.5,165.35000610351562,71.54,166.15,-0.0006,-0.0048,211262670,8769937,0.9798432349376885,-0.7354049710678092,-0.7395749183983282,0.004169947330519008,0.0042,-0.00412108478705484,0.006607084075246042,1.2548700793193854,-1,-0.015151494452347647,-0.016066628379712733,-1.0,-0.000457566963682543,0.0,0.0,-0.000457566963682543,1.0037451197028704,1.0112073510146529,-0.007379526369438283
2026-02-03,72.94999694824219,168.8000030517578,72.94999694824219,168.8000030517578,73.03,169.6,-0.0011,-0.0046999999999999,70926930,4804932,0.9835525556737066,-0.7545861192528394,-0.7581403943311411,0.0035542750783017496,0.0035999999999998993,-0.003445302327316435,0.006669199314853962,1.049537894305901,-1,0.020279677597792922,0.020864812947647193,-1.0,0.00029256767492713553,0.0,0.0,0.00029256767492713553,1.0040387830787612,1.0112073510146529,-0.007089117705383341
2026-02-04,72.9000015258789,168.85000610351562,72.9000015258789,168.85000610351562,72.85,169.18,0.0007,-0.002,56597222,2294841,0.9828518121430946,-0.7519688826067812,-0.7545739827618325,0.002605100155051332,0.0027,-0.002895802879547782,0.0066934965818602156,0.8218280187827237,-1,-0.0006853382378995132,0.00029622660458406,-1.0,0.0004907824212417866,0.0,0.0,0.0004907824212417866,1.004531547663741,1.0112073510146529,-0.006601814498493508
2026-02-05,72.0,166.5500030517578,72.0,166.5500030517578,71.84,166.84,0.0022,-0.0017,95746290,3996866,0.9800502640931374,-0.7365806679813529,-0.7405103430855906,0.003929675104237695,0.0039,-0.0022978666411769487,0.006744750026964286,0.9233169087835819,-1,-0.01234569968505983,-0.013621575176892553,-1.0,-0.0006379377459163615,0.0,0.0,-0.0006379377459163615,1.0038907190725226,1.0112073510146529,-0.007235540697749787
2026-02-06,71.9000015258789,166.5,71.9000015258789,166.5,72.23,167.73,-0.0046,-0.0073,102980565,5633521,0.9810661993856575,-0.7428727221393956,-0.745514413103594,0.0026416909641984176,0.0027,-0.0017110418764446854,0.006631880764012137,0.6563346048474188,-1,-0.001388867696126339,-0.00030022846497501643,-1.0,0.0005443196155756613,0.0,0.0,0.0005443196155756613,1.004437156482808,1.0112073510146529,-0.0066951595289052035
