date,price_0050,price_006208,close_0050,close_006208,nav_0050_raw,nav_006208_raw,premium_0050,premium_006208,volume_0050,volume_006208,nav_0050,nav_006208,beta,price_spread,nav_spread,mispricing_spread,premium_spread,spread_mean,spread_std,z_score,signal,ret_0050,ret_006208,position,weight_a,weight_b,gross_ret,turnover,cost,strategy_ret,equity,peak,drawdown
2024-07-11,48.70679473876953,113.39063262939452,50.6875,118.9000015258789,202.97,118.68,-0.0011,0.0019,39186920,14894726,50.7425,118.68,1.0374790661860667,-1.02232766036103,-1.0286831375877883,0.006355477226758222,-0.003,-0.0007700000000000001,0.001578840347250242,-1.41242906788127,0,0.022182987188322123,0.022795673084698098,0.0,0.4908025886478865,0.5091974113521135,-0.0,0.0,0.0,-0.0,0.9975920142907395,1.000907546342034,-0.0033125257806394526
2024-07-12,47.169315338134766,110.24354553222656,49.087501525878906,115.5999984741211,197.2,115.32,-0.0043,0.0024,56633068,20722548,49.3,115.32,1.0448233618353107,-1.0597388499829679,-1.0625951540611749,0.002856304078207028,-0.006699999999999999,-0.0010999999999999998,0.0020506738302067296,-2.7308097063078334,1,-0.03156601473943765,-0.02775438344588732,0.0,0.4890397961330313,0.5109602038669687,-0.0,0.0,0.0,-0.0,0.9975920142907395,1.000907546342034,-0.0033125257806394526
2024-07-15,47.253395080566406,110.05281829833984,49.17499923706055,115.4000015258789,196.9,115.15,-0.001,0.0022,39160740,12671696,49.225,115.15,1.0424924976240157,-1.045191461328249,-1.0515134078136614,0.006321946485412511,-0.0032,-0.00128,0.0020699860157168113,-0.9275424980758273,1,0.001782509282335587,-0.0017300535189243016,1.0,0.4895978815899088,0.5104021184100911,0.0017557357495676482,1.0,0.0008,0.0009557357495676482,0.9985454486422805,1.000907546342034,-0.0023599559303816298
2024-07-16,47.53107452392578,110.61260223388672,49.212501525878906,115.1999969482422,197.34,115.2,-0.0025,0.0,53022152,17003147,49.335,115.2,1.0453349320362293,-1.0579980619644047,-1.0632259303885347,0.005227868424130033,-0.0025,-0.001425,0.002047559522944327,-0.5250152622934171,1,0.005876391376449019,0.005086502501274959,1.0,0.48891747964449617,0.5110825203555039,0.00027344794303192557,0.0,0.0,0.00027344794303192557,0.9988184988412356,1.000907546342034,-0.0020871533124444674
2024-07-17,46.86706161499024,109.17232513427734,48.525001525878906,113.6999969482422,194.35,113.45,-0.0013,0.0022,57959112,11703957,48.5875,113.45,1.0489233007498964,-1.0752059889114705,-1.0794697714640065,0.004263782552536011,-0.0035,-0.001435,0.002057662189041371,-1.0035660911677866,1,-0.013970079902176358,-0.013020913264150114,1.0,0.48806121714463624,0.5119387828553638,-0.00015234371254974326,0.0,0.0,-0.00015234371254974326,0.9986663351229588,1.000907546342034,-0.0022391790603099038
2024-07-18,46.0219612121582,106.96392059326172,47.650001525878906,111.4000015258789,190.64,111.29,-0.0002,0.001,71520052,15892598,47.66,111.29,1.040118888170313,-1.0308280541168884,-1.0370927292265075,0.006264675109619144,-0.0012000000000000001,-0.00154,0.001984519032278019,0.17132614727797071,0,-0.018031862329549897,-0.020228611402197227,1.0,0.49016751219672944,0.5098324878032705,0.001474570177638421,0.0,0.0,0.001474570177638421,1.0001389387181425,1.000907546342034,-0.0007679107093362392
2024-07-19,44.97161483764648,104.65949249267578,46.5625,109.0,185.88,108.52,0.002,0.0044,65815640,12300768,46.47,108.52,1.044703545204722,-1.0525839633823093,-1.0576501324403678,0.005066169058058456,-0.0024000000000000002,-0.0017849999999999997,0.0017478633572992695,-0.3518581686787431,0,-0.02282272086732029,-0.021543975649029323,0.0,0.48906845314824204,0.5109315468517579,-0.0,1.0,0.0008,-0.0008,0.999338827567168,1.000907546342034,-0.0015672963807688012
2024-07-22,43.63151550292969,101.39488220214844,45.17499923706055,105.5999984741211,180.38,105.3,0.0018,0.0028,84847384,19837798,45.095,105.3,1.032608322525076,-0.9938614759256548,-0.9998929174326747,0.006031441507019952,-0.001,-0.00183,0.0017134452827102782,0.4844041466484007,0,-0.029798781732760293,-0.03119268221901428,0.0,0.4919786999384695,0.5080213000615307,0.0,0.0,0.0,0.0,0.999338827567168,1.000907546342034,-0.0015672963807688012
2024-07-23,44.98368453979492,104.32342529296876,46.57500076293945,108.6500015258789,186.55,108.91,-0.0013,-0.0024,50108316,9831441,46.6375,108.91,1.0349454950169623,-1.003605119811561,-1.0120295225843439,0.00842440277278289,0.0010999999999999998,-0.0018100000000000002,0.0017465454625149553,1.6661461510482052,0,0.03099065025083636,0.028882553312520987,0.0,0.4914136533134341,0.508586346686566,0.0,0.0,0.0,0.0,0.999338827567168,1.000907546342034,-0.0015672963807688012
2024-07-26,43.221038818359375,100.62673950195312,44.75,104.8000030517578,178.68,104.32,0.0018,0.0046,103626472,21571505,44.67,104.32,1.0404453781926828,-1.0316011821088638,-1.0361293654566754,0.004528183347811687,-0.0028,-0.001915,0.0017394115762461016,-0.5087927504253802,0,-0.03918411173891767,-0.03543485828455428,0.0,0.4900890808876965,0.5099109191123037,-0.0,0.0,0.0,-0.0,0.999338827567168,1.000907546342034,-0.0015672963807688012
2024-07-29,43.60737991333008,101.44288635253906,45.150001525878906,105.6500015258789,180.61,105.45,-0.0001,0.0019,39785056,8044747,45.1525,105.45,1.0401313983319607,-1.0296563758008186,-1.0351328184455406,0.005476442644722024,-0.002,-0.00206,0.0016083335605853854,0.037305694210697155,0,0.008938727655166678,0.008110635946522837,0.0,0.4901645064713055,0.5098354935286944,0.0,0.0,0.0,0.0,0.999338827567168,1.000907546342034,-0.0015672963807688012
